issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,2|0|1,378,0,2,26,Female,4,Independent,asian,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3,3,223,0,2,29,Female,4,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,0,105,0,2,34,Male,2,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|4,1|4,82,-1,2,37,Male,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,3,51,0,2,43,Female,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4|0|3,0,126,0,2,42,Male,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2|3,1|4,322,0,2,35,Male,0,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|3|1|2,0|5|4|1,286,-1,2,24,Female,2,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,4,342,0,2,30,Female,4,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,4,346,0,2,43,Female,1,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|6,6,143,0,2,24,Male,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,6,233,0,2,50,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3,0,210,-1,2,21,Female,4,Republican,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,5,5|0|1,222,1,2,57,Female,5,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|1,5|1,2,0,2,38,Female,1,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,0,62,-1,2,18,Male,4,Independent,asian,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|4|1|3,6,196,-2,2,35,Female,7,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,5,320,-1,2,43,Female,2,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,5,391,0,2,26,Male,5,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|4|0,5,217,-1,2,36,Female,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|4,0,190,0,2,28,Female,3,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,5,76,1,2,29,Female,4,No,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4|6,300,0,2,29,Male,3,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,3,18,-2,2,42,Female,3,Democrat,asian|hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|3,0,258,0,2,32,Female,5,Republican,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|1|3|0|2,4|1|3|0,374,1,2,22,Female,1,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,3,88,0,2,33,Male,7,Republican,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0|2,3,292,2,2,22,Female,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,412,1,2,39,Male,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|6,5|2|6,25,2,2,34,Female,5,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,4|5,417,-1,2,26,Male,4,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,4|3,257,0,2,46,Male,3,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|3,1|4,56,1,2,46,Female,7,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,263,1,2,30,Male,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|5|6,4|3,420,1,2,30,Female,2,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,3,36,1,2,55,Female,4,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1|4|0,5,121,0,2,20,Female,5,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5|2|6,3|0|4|6,375,0,2,22,Female,0,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,50,1,2,30,Male,1,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,359,-2,2,32,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,5,272,1,2,33,Male,4,Independent,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,393,-1,2,27,Male,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,366,1,2,47,Male,7,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|6,6,112,0,2,27,Female,5,No,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,5|3,74,0,2,50,Female,5,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4|0,1|5,276,-2,2,32,Female,4,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5|0,4|3,323,1,2,27,Male,7,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2|4|3|1|0,4|5|3,96,1,2,22,Female,2,Independent,asian,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2|3|4,0,69,1,2,27,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|4,3,157,0,2,25,Female,1,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,4|2|5,301,1,2,21,Male,3,Other,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,3,19,0,2,28,Male,2,Democrat,european,–
hitmarch,Would you approve of a man punching a stranger who was in a protest march showing opposition to the other man's views?,0,0|3|5|1,2|3,304,NA,1,52,Female,4,Independent,european|other,us
hitmarch,Would you approve of a man punching a stranger who was in a protest march showing opposition to the other man's views?,0,1|5,1|2,49,NA,1,51,Female,2,Democrat,european,us
hitmarch,Would you approve of a man punching a stranger who was in a protest march showing opposition to the other man's views?,0,5,5,165,NA,1,31,Male,3,Independent,european,us
hitmarch,Would you approve of a man punching a stranger who was in a protest march showing opposition to the other man's views?,0,5|4|0|3|6,5,413,NA,1,32,Female,0,No,european,us
hitmarch,Would you approve of a man punching a stranger who was in a protest march showing opposition to the other man's views?,0,4|5,3|1|4,195,NA,1,39,Female,4,Republican,european,us
